Date Comptable;Code Societe Achat;Compte Comptable Achat;ID founisseur externe;Code tâche;Code folio;Libellé;Quantité;Type;Montant;Devise;Date de la pièce;Numéro de pièce;Taux de Tva;TypeEvenementAchat;Numero2;Type de Tva;Date d'échéance;Id scan facture;  Origine scan facture;
26/08/2026;0001;602210;0688;GL1193078W;GAZ;VENTE DE GAZ;2,12300;STANDARD;27,15;EUR;14/08/2026;0688K2608AUGL;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1193078W;GAZ;VENTE DE GAZ;2,12300;STANDARD;34,79;EUR;14/08/2026;0688K2608AUGL;20,00;TICGN GAZ;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1193078W;GAZ;VENTE DE GAZ;0,00001;STANDARD;41,90;EUR;14/08/2026;0688K2608AUGL;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1193078W;GAZ;VENTE DE GAZ;2,12300;STANDARD;104,89;EUR;14/08/2026;0688K2608AUGL;20,00;DEBOURS P1 GAZ;;;14/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL1193078W;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;45,55;EUR;14/08/2026;0688K2608AUGL;20,00;;;;14/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0045495Z;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;414,34;EUR;14/08/2026;0688K2608AUJK;;;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0045495Z;GAZ;VENTE DE GAZ;0,00001;STANDARD;87,73;EUR;14/08/2026;0688K2608AUJK;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0045495Z;GAZ;VENTE DE GAZ;0,00001;STANDARD;257,55;EUR;14/08/2026;0688K2608AUJK;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0045495Z;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;69,06;EUR;14/08/2026;0688K2608AUJK;20,00;;;;14/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0838930E;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;1325,25;EUR;14/08/2026;0688K2608ATSW;;;;;14/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0838930E;GAZ;VENTE DE GAZ;8,20700;STANDARD;3,37;EUR;14/08/2026;0688K2608ATSW;20,00;GAZ - MECANISME CPB;;;14/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0838930E;GAZ;VENTE DE GAZ;8,20700;STANDARD;104,96;EUR;14/08/2026;0688K2608ATSW;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;14/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0838930E;GAZ;VENTE DE GAZ;8,20700;STANDARD;134,51;EUR;14/08/2026;0688K2608ATSW;20,00;TICGN GAZ;;;14/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0838930E;GAZ;VENTE DE GAZ;0,00001;STANDARD;162,85;EUR;14/08/2026;0688K2608ATSW;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0838930E;GAZ;VENTE DE GAZ;0,00001;STANDARD;235,89;EUR;14/08/2026;0688K2608ATSW;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0838930E;GAZ;VENTE DE GAZ;8,20700;STANDARD;462,79;EUR;14/08/2026;0688K2608ATSW;20,00;DEBOURS P1 GAZ;;;14/08/2026;;;B00000007H
26/08/2026;0001;445660;0688;GL0838930E;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;220,88;EUR;14/08/2026;0688K2608ATSW;20,00;;;;14/08/2026;;;B00000007H
26/08/2026;0001;401050;0688;GL0051578L;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;169,91;EUR;14/08/2026;0688K2608AUHK;;;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0051578L;GAZ;VENTE DE GAZ;0,00001;STANDARD;52,26;EUR;14/08/2026;0688K2608AUHK;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0051578L;GAZ;VENTE DE GAZ;0,00001;STANDARD;89,33;EUR;14/08/2026;0688K2608AUHK;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0051578L;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;28,32;EUR;14/08/2026;0688K2608AUHK;20,00;;;;14/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0052638R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;38,99;EUR;14/08/2026;0688K2608ATSZ;;;;;14/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0052638R;GAZ;VENTE DE GAZ;0,00001;STANDARD;32,49;EUR;14/08/2026;0688K2608ATSZ;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000007H
26/08/2026;0001;445660;0688;GL0052638R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;6,5;EUR;14/08/2026;0688K2608ATSZ;20,00;;;;14/08/2026;;;B00000007H
26/08/2026;0001;401050;0688;GL0052640T;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;80,18;EUR;14/08/2026;0688K2608ATTA;;;;;14/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0052640T;GAZ;VENTE DE GAZ;0,00001;STANDARD;15,55;EUR;14/08/2026;0688K2608ATTA;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0052640T;GAZ;VENTE DE GAZ;0,00001;STANDARD;51,27;EUR;14/08/2026;0688K2608ATTA;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000007H
26/08/2026;0001;445660;0688;GL0052640T;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;13,36;EUR;14/08/2026;0688K2608ATTA;20,00;;;;14/08/2026;;;B00000007H
26/08/2026;0001;401050;0688;GL0046553B;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;241,40;EUR;14/08/2026;0688K2608ATWE;;;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0046553B;GAZ;VENTE DE GAZ;0,00001;STANDARD;37,98;EUR;14/08/2026;0688K2608ATWE;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0046553B;GAZ;VENTE DE GAZ;0,00001;STANDARD;163,19;EUR;14/08/2026;0688K2608ATWE;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000005F
26/08/2026;0001;445660;0688;GL0046553B;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;40,23;EUR;14/08/2026;0688K2608ATWE;20,00;;;;14/08/2026;;;B00000005F
26/08/2026;0001;401050;0688;GL0059580E;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;81,72;EUR;14/08/2026;0688K2608ATVZ;;;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL0059580E;GAZ;VENTE DE GAZ;0,00001;STANDARD;9,45;EUR;14/08/2026;0688K2608ATVZ;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL0059580E;GAZ;VENTE DE GAZ;0,00001;STANDARD;58,65;EUR;14/08/2026;0688K2608ATVZ;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000006G
26/08/2026;0001;445660;0688;GL0059580E;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;13,62;EUR;14/08/2026;0688K2608ATVZ;20,00;;;;14/08/2026;;;B00000006G
26/08/2026;0001;401050;0688;GL1593334G;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;12,17;EUR;14/08/2026;0688K2608AUAZ;;;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL1593334G;GAZ;VENTE DE GAZ;0,00001;STANDARD;10,14;EUR;14/08/2026;0688K2608AUAZ;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000005F
26/08/2026;0001;445660;0688;GL1593334G;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;2,03;EUR;14/08/2026;0688K2608AUAZ;20,00;;;;14/08/2026;;;B00000005F
26/08/2026;0001;401050;0688;GL1593334G;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;12,30;EUR;14/08/2026;0688K2608AUBC;;;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL1593334G;GAZ;VENTE DE GAZ;0,00001;STANDARD;0,05;EUR;14/08/2026;0688K2608AUBC;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL1593334G;GAZ;VENTE DE GAZ;0,00001;STANDARD;10,20;EUR;14/08/2026;0688K2608AUBC;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000005F
26/08/2026;0001;445660;0688;GL1593334G;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;2,05;EUR;14/08/2026;0688K2608AUBC;20,00;;;;14/08/2026;;;B00000005F
26/08/2026;0001;401050;0367;GL1500358C;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;50681,07;EUR;14/08/2026;0367M26084849;;;;;14/08/2026;;;B00000008J
26/08/2026;0001;611600;0367;GL1500358C;BIO;LIVRAISONS BIOMASSE;1212,98770;STANDARD;1382,81;EUR;14/08/2026;0367M26084849;20,00;CENDRES BIOMASSE;;;14/08/2026;;;B00000008J
26/08/2026;0001;602210;0367;GL1500358C;BIO;LIVRAISONS BIOMASSE;1212,98770;STANDARD;44565,18;EUR;14/08/2026;0367M26084849;10,00;DEBOURS P1 BIOMASSE;;;14/08/2026;;;B00000008J
26/08/2026;0001;445660;0367;GL1500358C;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;276,56;EUR;14/08/2026;0367M26084849;20,00;;;;14/08/2026;;;B00000008J
26/08/2026;0001;445660;0367;GL1500358C;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;4456,52;EUR;14/08/2026;0367M26084849;10,00;;;;14/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL0696044J;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;683938,26;EUR;14/08/2026;0688K2608AUCA;;;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0696044J;GAZ;VENTE DE GAZ;11963,26700;STANDARD;14954,08;EUR;14/08/2026;0688K2608AUCA;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0696044J;GAZ;VENTE DE GAZ;11963,26700;STANDARD;18184,17;EUR;14/08/2026;0688K2608AUCA;20,00;TICGN GAZ;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0696044J;GAZ;VENTE DE GAZ;0,00001;STANDARD;32094,62;EUR;14/08/2026;0688K2608AUCA;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0696044J;GAZ;VENTE DE GAZ;0,00001;STANDARD;504715,68;EUR;14/08/2026;0688K2608AUCA;20,00;DEBOURS P1 GAZ;;;14/08/2026;;;B00000005F
26/08/2026;0001;445660;0688;GL0696044J;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;113989,71;EUR;14/08/2026;0688K2608AUCA;20,00;;;;14/08/2026;;;B00000005F
26/08/2026;0001;401050;0367;GL0427675V;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;1240,76;EUR;14/08/2026;0367M26084897;;;;;14/08/2026;;;B00000008J
26/08/2026;0001;611600;0367;GL0427675V;BIO;LIVRAISONS BIOMASSE;2,70000;STANDARD;79,41;EUR;14/08/2026;0367M26084897;20,00;CENDRES BIOMASSE;;;14/08/2026;;;B00000008J
26/08/2026;0001;602210;0367;GL0427675V;BIO;LIVRAISONS BIOMASSE;2,70000;STANDARD;1041,34;EUR;14/08/2026;0367M26084897;10,00;DEBOURS P1 BIOMASSE;;;14/08/2026;;;B00000008J
26/08/2026;0001;445660;0367;GL0427675V;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;15,88;EUR;14/08/2026;0367M26084897;20,00;;;;14/08/2026;;;B00000008J
26/08/2026;0001;445660;0367;GL0427675V;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;104,13;EUR;14/08/2026;0367M26084897;10,00;;;;14/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL1557077F;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;39,59;EUR;14/08/2026;0688K2608ATWG;;;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL1557077F;GAZ;VENTE DE GAZ;0,21100;STANDARD;0,09;EUR;14/08/2026;0688K2608ATWG;20,00;GAZ - MECANISME CPB;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL1557077F;GAZ;VENTE DE GAZ;0,00001;STANDARD;0,78;EUR;14/08/2026;0688K2608ATWG;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL1557077F;GAZ;VENTE DE GAZ;0,21100;STANDARD;3,46;EUR;14/08/2026;0688K2608ATWG;20,00;TICGN GAZ;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL1557077F;GAZ;VENTE DE GAZ;0,00001;STANDARD;8,13;EUR;14/08/2026;0688K2608ATWG;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL1557077F;GAZ;VENTE DE GAZ;0,21100;STANDARD;10,04;EUR;14/08/2026;0688K2608ATWG;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL1557077F;GAZ;VENTE DE GAZ;0,21100;STANDARD;10,49;EUR;14/08/2026;0688K2608ATWG;20,00;DEBOURS P1 GAZ;;;14/08/2026;;;B00000006G
26/08/2026;0001;445660;0688;GL1557077F;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;6,6;EUR;14/08/2026;0688K2608ATWG;20,00;;;;14/08/2026;;;B00000006G
26/08/2026;0001;401050;0367;GL0031955M;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;38319,58;EUR;14/08/2026;0367S26084851;;;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0367;GL0031955M;BIO;LIVRAISONS BIOMASSE;936,70284;STANDARD;34835,98;EUR;14/08/2026;0367S26084851;10,00;DEBOURS P1 BIOMASSE;;;14/08/2026;;;B00000003D
26/08/2026;0001;445660;0367;GL0031955M;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;3483,6;EUR;14/08/2026;0367S26084851;10,00;;;;14/08/2026;;;B00000003D
26/08/2026;0364;401050;0367;GL0032112R;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;60861,20;EUR;14/08/2026;0367S26084832;;;;;14/08/2026;;;B00000003D
26/08/2026;0364;602210;0367;GL0032112R;BIO;LIVRAISONS BIOMASSE;3172,49880;STANDARD;55328,36;EUR;14/08/2026;0367S26084832;10,00;DEBOURS P1 BIOMASSE;;;14/08/2026;;;B00000003D
26/08/2026;0364;445660;0367;GL0032112R;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;5532,84;EUR;14/08/2026;0367S26084832;10,00;;;;14/08/2026;;;B00000003D
26/08/2026;0130;401050;0367;GL0032064L;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;36969,44;EUR;14/08/2026;0367S26084798;;;;;14/08/2026;;;B00000003D
26/08/2026;0130;611600;0367;GL0032064L;BIO;LIVRAISONS BIOMASSE;887,21702;STANDARD;887,22;EUR;14/08/2026;0367S26084798;20,00;CENDRES BIOMASSE;;;14/08/2026;;;B00000003D
26/08/2026;0130;602210;0367;GL0032064L;BIO;LIVRAISONS BIOMASSE;887,21702;STANDARD;32640,71;EUR;14/08/2026;0367S26084798;10,00;DEBOURS P1 BIOMASSE;;;14/08/2026;;;B00000003D
26/08/2026;0130;445660;0367;GL0032064L;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;177,44;EUR;14/08/2026;0367S26084798;20,00;;;;14/08/2026;;;B00000003D
26/08/2026;0130;445660;0367;GL0032064L;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;3264,07;EUR;14/08/2026;0367S26084798;10,00;;;;14/08/2026;;;B00000003D
26/08/2026;0001;401050;0367;GL0031964Y;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;66331,18;EUR;14/08/2026;0367S26084837;;;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0367;GL0031964Y;BIO;LIVRAISONS BIOMASSE;1649,82368;STANDARD;60301,07;EUR;14/08/2026;0367S26084837;10,00;DEBOURS P1 BIOMASSE;;;14/08/2026;;;B00000003D
26/08/2026;0001;445660;0367;GL0031964Y;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;6030,11;EUR;14/08/2026;0367S26084837;10,00;;;;14/08/2026;;;B00000003D
26/08/2026;0078;401050;0367;GL0217527P;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;32086,74;EUR;14/08/2026;0367S26084831;;;;;14/08/2026;;;B00000003D
26/08/2026;0078;602210;0367;GL0217527P;BIO;LIVRAISONS BIOMASSE;844,52104;STANDARD;29169,76;EUR;14/08/2026;0367S26084831;10,00;DEBOURS P1 BIOMASSE;;;14/08/2026;;;B00000003D
26/08/2026;0078;445660;0367;GL0217527P;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;2916,98;EUR;14/08/2026;0367S26084831;10,00;;;;14/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0028242T;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;24,30;EUR;14/08/2026;0688K2608ATTK;;;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,12400;STANDARD;0,05;EUR;14/08/2026;0688K2608ATTK;20,00;GAZ - MECANISME CPB;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,00001;STANDARD;0,32;EUR;14/08/2026;0688K2608ATTK;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,12400;STANDARD;2,04;EUR;14/08/2026;0688K2608ATTK;20,00;TICGN GAZ;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,12400;STANDARD;5,55;EUR;14/08/2026;0688K2608ATTK;20,00;DEBOURS P1 GAZ;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,12400;STANDARD;5,90;EUR;14/08/2026;0688K2608ATTK;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;14/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,00001;STANDARD;6,39;EUR;14/08/2026;0688K2608ATTK;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000005F
26/08/2026;0001;445660;0688;GL0028242T;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;4,05;EUR;14/08/2026;0688K2608ATTK;20,00;;;;14/08/2026;;;B00000005F
26/08/2026;0028;401050;0367;GL0044187M;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;20421,86;EUR;14/08/2026;0367R26084885;;;;;14/08/2026;;;B00000002C
26/08/2026;0028;602210;0367;GL0044187M;BIO;LIVRAISONS BIOMASSE;556,34836;STANDARD;18565,33;EUR;14/08/2026;0367R26084885;10,00;DEBOURS P1 BIOMASSE;;;14/08/2026;;;B00000002C
26/08/2026;0028;445660;0367;GL0044187M;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;1856,53;EUR;14/08/2026;0367R26084885;10,00;;;;14/08/2026;;;B00000002C
26/08/2026;0001;401050;0688;GL0045730R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;190,64;EUR;14/08/2026;0688K2608AULD;;;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0045730R;GAZ;VENTE DE GAZ;0,00001;STANDARD;55,49;EUR;14/08/2026;0688K2608AULD;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0045730R;GAZ;VENTE DE GAZ;0,00001;STANDARD;103,38;EUR;14/08/2026;0688K2608AULD;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0045730R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;31,77;EUR;14/08/2026;0688K2608AULD;20,00;;;;14/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0045903M;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;95,51;EUR;14/08/2026;0688K2608AULP;;;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0045903M;GAZ;VENTE DE GAZ;0,00001;STANDARD;12,75;EUR;14/08/2026;0688K2608AULP;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0045903M;GAZ;VENTE DE GAZ;0,00001;STANDARD;66,84;EUR;14/08/2026;0688K2608AULP;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0045903M;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;15,92;EUR;14/08/2026;0688K2608AULP;20,00;;;;14/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0045417K;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;174,80;EUR;14/08/2026;0688K2608AUJR;;;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0045417K;GAZ;VENTE DE GAZ;0,00001;STANDARD;27,25;EUR;14/08/2026;0688K2608AUJR;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0045417K;GAZ;VENTE DE GAZ;0,00001;STANDARD;118,42;EUR;14/08/2026;0688K2608AUJR;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0045417K;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;29,13;EUR;14/08/2026;0688K2608AUJR;20,00;;;;14/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0043936C;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;41,48;EUR;14/08/2026;0688K2608AUHJ;;;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0043936C;GAZ;VENTE DE GAZ;0,00001;STANDARD;6,48;EUR;14/08/2026;0688K2608AUHJ;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0043936C;GAZ;VENTE DE GAZ;0,00001;STANDARD;28,09;EUR;14/08/2026;0688K2608AUHJ;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0043936C;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;6,91;EUR;14/08/2026;0688K2608AUHJ;20,00;;;;14/08/2026;;;B00000003D
26/08/2026;0608;401050;0367;GL0044186L;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;66206,24;EUR;14/08/2026;0367R26084863;;;;;14/08/2026;;;B00000002C
26/08/2026;0608;602210;0367;GL0044186L;BIO;LIVRAISONS BIOMASSE;3318,85856;STANDARD;60187,49;EUR;14/08/2026;0367R26084863;10,00;DEBOURS P1 BIOMASSE;;;14/08/2026;;;B00000002C
26/08/2026;0608;445660;0367;GL0044186L;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;6018,75;EUR;14/08/2026;0367R26084863;10,00;;;;14/08/2026;;;B00000002C
26/08/2026;0001;401050;0688;GL0929246L;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;292,19;EUR;14/08/2026;0688K2608AUHS;;;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0929246L;GAZ;VENTE DE GAZ;1,36400;STANDARD;0,56;EUR;14/08/2026;0688K2608AUHS;20,00;GAZ - MECANISME CPB;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0929246L;GAZ;VENTE DE GAZ;1,36400;STANDARD;17,44;EUR;14/08/2026;0688K2608AUHS;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0929246L;GAZ;VENTE DE GAZ;1,36400;STANDARD;22,36;EUR;14/08/2026;0688K2608AUHS;20,00;TICGN GAZ;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0929246L;GAZ;VENTE DE GAZ;0,00001;STANDARD;55,07;EUR;14/08/2026;0688K2608AUHS;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0929246L;GAZ;VENTE DE GAZ;1,36400;STANDARD;62,55;EUR;14/08/2026;0688K2608AUHS;20,00;DEBOURS P1 GAZ;;;14/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0929246L;GAZ;VENTE DE GAZ;0,00001;STANDARD;85,51;EUR;14/08/2026;0688K2608AUHS;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0929246L;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;48,7;EUR;14/08/2026;0688K2608AUHS;20,00;;;;14/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0877084L;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;428,49;EUR;14/08/2026;0688K2608ATYW;;;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL0877084L;GAZ;VENTE DE GAZ;3,51400;STANDARD;1,45;EUR;14/08/2026;0688K2608ATYW;20,00;GAZ - MECANISME CPB;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL0877084L;GAZ;VENTE DE GAZ;3,51400;STANDARD;44,94;EUR;14/08/2026;0688K2608ATYW;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL0877084L;GAZ;VENTE DE GAZ;0,00001;STANDARD;55,00;EUR;14/08/2026;0688K2608ATYW;20,00;DEBOURS P1 GAZ STOCKAGE;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL0877084L;GAZ;VENTE DE GAZ;3,51400;STANDARD;57,60;EUR;14/08/2026;0688K2608ATYW;20,00;TICGN GAZ;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL0877084L;GAZ;VENTE DE GAZ;3,51400;STANDARD;92,84;EUR;14/08/2026;0688K2608ATYW;20,00;DEBOURS P1 GAZ;;;14/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL0877084L;GAZ;VENTE DE GAZ;0,00001;STANDARD;105,24;EUR;14/08/2026;0688K2608ATYW;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;14/08/2026;;;B00000006G
