Sté CAP,Région CA,Sté Cde,Cde,Ligne Cde,Projet,Num tâche,Date clô,Date fer,Type dépense,Compte imputation,Fournisseur,Qté Cde.,Qté reçue,Qté Fact. Rapprochée,Prix U.,Montant Prov.,Motif rejet,Description article
0001,DRW,0001,BC385740,2,FA0019923P,GX0885898C,26/01/23,26/07/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001304G.A00008612L.FA0019923P.0.0.0.0,FIRST-BAT,1,1,0,400,400,Le projet / tÃ¢che FA0019923P/GX0885898C n'est pas valide Ã  la date du 31-MAR-26,régularIsatIon accord suIvant vos devIs pour la résIdence PerrIn  pour lA PLACE COTY  Sevran N° de vIs N°DE00004056
0001,DRW,0001,BC385740,3,FA0019923P,GX0885898C,26/01/23,26/07/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001304G.A00008612L.FA0019923P.0.0.0.0,FIRST-BAT,1,1,0,400,400,Le projet / tÃ¢che FA0019923P/GX0885898C n'est pas valide Ã  la date du 31-MAR-26,régularIsatIon accord suIvant vos devIs pour la résIdence PerrIn  pour lA PLACE COTY  Sevran N° de vIs N°DE00004135
0001,DRW,0001,BC408328,2,FA0007785X,GL0007625P,09/09/23,09/03/25,ACHAT MATIERES CONSOM.DIVERS,0001.DRW.606800.63311.0.B00001311P.A00002141H.FA0007785X.0.0.0.0,GAZECHIM,2,2,0,560,1120,Le projet / tÃ¢che FA0007785X/GL0007625P n'est pas valide Ã  la date du 31-MAR-26,ConsIgnatIon bouteIlle de 49 kg
0001,DRW,0001,BC413418,1,FA0007950J,GT1005333Z,27/06/23,27/12/23,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001338W.A00002306W.FA0007950J.0.0.0.0,VEOLIA WATER STI,1,1,0,1062,1062,Le projet / tÃ¢che FA0007950J/GT1005333Z n'est pas valide Ã  la date du 31-MAR-26,remplacement adoucIsseur Sté + 2 életrovannes
0001,DRW,0001,BC422297,1,FA0007830Y,GX1005649H,26/12/23,26/06/24,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001311P.A00002186J.FA0007830Y.0.0.0.0,HITEC,1,1,0,2000,2000,Le projet / tÃ¢che FA0007830Y/GX1005649H n'est pas valide Ã  la date du 31-MAR-26,TRAVAUX SELON DEVIS HITEC 22/FJ/06178
0001,DRW,0001,BC762471,1,FA0053395B,GX1145121Z,25/06/24,25/06/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001311P.A00014176J.FA0053395B.0.0.0.0,MOTRALEC,1,1,0,2642,2642,Le projet / tÃ¢che FA0053395B/GX1145121Z n'est pas valide Ã  la date du 31-MAR-26,Commande selon devIs N° DR059355
0001,DRW,0001,BC778524,1,FA0019807H,GT1056847M,27/11/23,27/05/24,SOUS TRAITANTS,0001.DRW.611000.64111.XXX0551.B00001343B.A00008576W.FA0019807H.0.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,3000,3000,Le projet / tÃ¢che FA0019807H/GT1056847M n'est pas valide Ã  la date du 31-MAR-26,"QUALIFICATION - SALLE 1,2 ET ARSENAL"
0001,DRW,0001,BC779322,1,FA0019816T,GX1077683P,26/12/23,26/06/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001338W.A00008578Y.FA0019816T.0.0.0.0,COMPTOIR GENERAL DE ROBINETTERIE,1,1,",099998867","1765,42","1588,88",Le projet / tÃ¢che FA0019816T/GX1077683P n'est pas valide Ã  la date du 31-MAR-26,DRCG SELON DEVIS CGR SERVOMOTEUR SIEMENS SKC62 SST SERRES URGENT
0001,DRW,0001,BC784292,2,FA0077299P,GX1143465S,27/11/23,27/05/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001342A.A00008561D.FA0077299P.0.0.0.0,CARRIER FRANCE SCS,1,1,0,2174,2174,Le projet / tÃ¢che FA0077299P/GX1143465S n'est pas valide Ã  la date du 31-MAR-26,DGIC/GX1143465S/CARRIER/REMPLACEMENT VARIATEUR GF IRM BAT 61
0001,DRW,0001,BC1061685,1,FA0032517B,GX1269638W,13/06/24,13/06/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001319Z.A00008303K.FA0032517B.0.0.0.0,SARL SM 5,1,1,",159693389","1565,5","1315,5",Le projet / tÃ¢che FA0032517B/GX1269638W n'est pas valide Ã  la date du 31-MAR-26,SELON DEVIS N° DH2315 Du 24/10/2023
0001,DRW,0001,BC1064257,1,FA0007922C,GT1269324N,25/06/24,25/06/25,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001315V.A00002278N.FA0007922C.0.0.0.0,SOCIETE D ELECTRICITE ET D INFORMATIQUE INDUSTRIELLE SE2I,1,1,0,"3416,35","3416,35",Le projet / tÃ¢che FA0007922C/GT1269324N n'est pas valide Ã  la date du 31-MAR-26,Tour de Mars - Accord devIs D1000507 - Remplacement automate surpresseur EF - Zone Haute
0001,DRW,0001,BC1062090,1,FA0082006N,GX1261068G,26/12/23,26/06/24,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00003095S.A00013591V.FA0082006N.0.0.0.0,PRO CHAUFFAGE SANITAIRE,1,1,0,1150,1150,Le projet / tÃ¢che FA0082006N/GX1261068G n'est pas valide Ã  la date du 31-MAR-26,commande selon devIs DV2023/49
0001,DRW,0001,BC1065480,1,FC0077425H,GY1266147D,10/02/25,10/02/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.231800.12110.0.B00003207V.A00002307X.FC0077425H.F20.0.0.0,SOFINTHER,1,1,",947324008","38917,16",2050,Le projet / tÃ¢che FC0077425H/GY1266147D n'est pas valide Ã  la date du 31-MAR-26,FournIture de pompes pour réseaux glycolé
0001,DRW,0001,BC437858,1,FA0020139K,GT1005182C,26/12/23,26/06/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.64112.0.B00001296Y.A00008645Z.FA0020139K.0.0.0.0,KSB SAS,1,1,0,16190,16190,Le projet / tÃ¢che FA0020139K/GT1005182C n'est pas valide Ã  la date du 31-MAR-26,DBPB/D30897W-04/GT1005182C/ChaufferIe PlaIne 2 FournIture et remplacement de la moto-pompe n°1 départ CINEASTES
0001,DRW,0001,BC457716,2,FA0058716Y,GX1023880A,27/06/23,27/12/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001311P.A00016212Y.FA0058716Y.0.0.0.0,PRESTICLIM,1,1,",876497776","8654,5","1068,85",Le projet / tÃ¢che FA0058716Y/GX1023880A n'est pas valide Ã  la date du 31-MAR-26,GX1023880A PrestIclIm résIdence INEDIT
0001,DRW,0001,BC462108,1,FA0018915V,GX1023758L,26/05/23,26/11/23,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001311P.A00008239M.FA0018915V.0.0.0.0,SOFINTHER,1,1,",911317232","42954,23","3809,3",Le projet / tÃ¢che FA0018915V/GX1023758L n'est pas valide Ã  la date du 31-MAR-26,FournIture de pompes chauffage et eau chaude sur l'ensemble de la pIscIne du COS suIvant devIs n° 2357311.
0001,DRW,0001,BC791714,6,FA0019796W,GX1161619X,26/02/24,26/08/24,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002659X.A00008571P.FA0019796W.0.0.0.0,DESAUTEL,1,1,0,"3149,98","3149,98",Le projet / tÃ¢che FA0019796W/GX1161619X n'est pas valide Ã  la date du 31-MAR-26,"GX1161619X - Zone nord bat 61 remplacement des BAES suIte à la maIntenance 2022, selon devIs N°: DE11-60004"
0001,DRW,0001,BC438120,1,FA0082077V,GX1155050F,09/10/24,09/10/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001342A.A00014194E.FA0082077V.0.0.0.0,TARA BAT,1,1,0,1035,1035,Le projet / tÃ¢che FA0082077V/GX1155050F n'est pas valide Ã  la date du 31-MAR-26,Commande selon devIs n°D202200435
0001,DRW,0001,4833183,1,FA0036514T,GL0055777H,28/03/22,28/09/23,ACHAT FOURNITURES ADMINISTR,0001.DRW.606400.51621.0.B00001923K.A00011304W.FA0036514T.0.0.0.0,APF FRANCE HANDICAP,1,1,",681691108","6671,13","2123,48",Le projet / tÃ¢che FA0036514T/GL0055777H n'est pas valide Ã  la date du 31-MAR-26,"PRESTATION DE NETTOYAGE ORLY 2020, SELON VOTRE DEVIS N° DE200014 du 04/02/2020"
0001,DRW,0001,BC536167,15,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,3,3,3,"10,66",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : T6L95AE#BGX - HP INK/903 YELLOW ORIGINAL
0001,DRW,0001,BC795798,1,FA0065873F,GL0472618R,14/09/23,14/03/25,ACHAT MATIERES CONSOM.DIVERS,0001.DRW.606800.63311.0.B00001306J.A00018949H.FA0065873F.0.0.0.0,SARL  E-HUBERT,1,1,",934277393","19158,4","1259,14",Le projet / tÃ¢che FA0065873F/GL0472618R n'est pas valide Ã  la date du 31-MAR-26,LIvraIson HuIle de Colza / DevIs n°230419
0001,DRW,0001,BC230047,1,FB0082182N,GK1153820J,22/04/24,22/10/25,SOUS TRAITANCE INFORMATIQUE,0001.DRW.611250.51511.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,C.R.I.F.E,1,1,0,1728,1728,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,SAUVEGARDE EXTERNAMISEE SIEGE CLAMART
0001,DRW,0001,BC199108,1,FB0082184R,GK1153831X,22/04/24,22/10/25,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.51611.0.B00001689V.A00000000A.FB0082184R.0.0.0.0,MABEO INDUSTRIES,1,1,0,"1110,6","1110,6",Le projet / tÃ¢che FB0082184R/GK1153831X n'est pas valide Ã  la date du 31-MAR-26,Casquettes Samex
0001,DRW,0001,BC536167,1,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,3,3,3,"10,66",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : T6L91AE#BGX - HP INK/903 MAGENTA ORIGINAL
0001,DRW,0001,BC536167,2,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,2,2,2,"62,13",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : DR2200 - KIT TAMBOUR 12 000 PAGES 1 PAGE/JOB
0001,DRW,0001,BC536167,3,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,3,3,3,"38,9",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : T6M15AE#BGX - INK CARTRIDGE NO 903XL BLACK
0001,DRW,0001,BC536167,4,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,2,2,2,"12,5",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : LC3217M - BROTHER LC-3217M ENCRE MAGENTA
0001,DRW,0001,BC536167,5,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,1,1,1,"427,75",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : CE341A - CARTOUCHE DE TONER CYAN LASERJET HP 651A
0001,DRW,0001,BC536167,6,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,1,1,1,"102,8",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : F6T81AE - HP 973X HY CYAN ORIGINAL CARTRIDGE
0001,DRW,0001,BC536167,7,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,2,2,2,"12,5",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : LC3217Y - BROTHER LC-3217Y ENCRE JAUNE
0001,DRW,0001,BC536167,8,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,1,1,1,"102,8",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : F6T83AE - HP 973X HY JAUNE ORIGINAL CARTRIDGE
0001,DRW,0001,BC536167,9,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,1,1,1,"102,8",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : F6T82AE - HP 973X HY MAGENTA ORIGINAL CARTRIDGE
0001,DRW,0001,BC536167,10,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,2,2,2,"53,95",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : TN2220 - KIT TONER 2600 PAGES SELON NORME
0001,DRW,0001,BC536167,11,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,2,2,2,"12,5",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : LC3217C - BROTHER LC-3217C ENCRE CYAN
0001,DRW,0001,BC536167,12,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,2,2,2,30,0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : LC3219XLBK - BROTHER LC-3219XLBK ENCRE NOIR 2800
0001,DRW,0001,BC536167,13,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,1,1,1,"108,8",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : L0S07AE - HP 973X HY NOIR ORIGINAL CARTRIDGE
0001,DRW,0001,BC536167,14,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,3,3,3,"10,66",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2210006 - Réf : T6L87AE#BGX - HP INK/903 CYAN ORIGINAL
0001,DRW,0001,BC344438,1,FB0082185S,GK1153851V,22/04/24,22/10/25,FRAIS RECRUTEMT PERSONNEL,0001.DRW.628400.51912.0.B00001969M.A00000000A.FB0082185S.0.0.0.0,IDEAL PROFEEL,1,1,0,"6350,13","6350,13",Le projet / tÃ¢che FB0082185S/GK1153851V n'est pas valide Ã  la date du 31-MAR-26,REGULARISATION F IDEAL PROFEEL N° 2012 HENNI AMAR
0001,DRW,0001,BC401499,1,FB0082185S,GK1153851V,22/04/24,22/10/25,FRAIS RECRUTEMT PERSONNEL,0001.DRW.628400.51912.0.B00001969M.A00000000A.FB0082185S.0.0.0.0,IDEAL PROFEEL,1,1,1,"878,21",0,Le projet / tÃ¢che FB0082185S/GK1153851V n'est pas valide Ã  la date du 31-MAR-26,REGULARISATION PRESTATIONS HENNI AMAR F 2143
0001,DRW,0001,BC401499,2,FB0082185S,GK1153851V,22/04/24,22/10/25,FRAIS RECRUTEMT PERSONNEL,0001.DRW.628400.51912.0.B00001969M.A00000000A.FB0082185S.0.0.0.0,IDEAL PROFEEL,1,1,0,"6350,13","6350,13",Le projet / tÃ¢che FB0082185S/GK1153851V n'est pas valide Ã  la date du 31-MAR-26,REGULARISATION IDEAL PROFEEL F 2012 - HENNI AMAR
0001,DRW,0001,BC401500,1,FB0082185S,GK1153851V,22/04/24,22/10/25,FRAIS RECRUTEMT PERSONNEL,0001.DRW.628400.51912.0.B00001969M.A00000000A.FB0082185S.0.0.0.0,IDEAL PROFEEL,1,1,0,"5774,37","5774,37",Le projet / tÃ¢che FB0082185S/GK1153851V n'est pas valide Ã  la date du 31-MAR-26,REGULARISATION PRESTATIONS HENNI AMAR F 2144
0001,DRW,0001,BC1159946,1,FA0070959K,GT1307622J,26/12/24,26/12/25,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001338W.A00015306T.FA0070959K.0.0.0.0,JDS BATI'SERVICES,1,1,0,2500,2500,Le projet / tÃ¢che FA0070959K/GT1307622J n'est pas valide Ã  la date du 31-MAR-26,P3-RéparatIon fuIte bâtIment AdmIn 2 servIce rétrocesssIon
0001,DRW,0001,BC1176299,1,FA0070724T,GX1274708G,25/09/24,25/09/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001315V.A00016206R.FA0070724T.0.0.0.0,VALEA,1,1,",70399403",6700,"1983,24",Le projet / tÃ¢che FA0070724T/GX1274708G n'est pas valide Ã  la date du 31-MAR-26,Commande selon devIs N°5595 (VALEA) RESIDENCE SAINT SAUVEUR (Automate) CASVP
0001,DRW,0001,4814276,1,FA0053644J,GX0546013V,26/10/22,26/04/23,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.65121.0.B00001338W.A00014194E.FA0053644J.0.0.0.0,APPLICATIONS TECHNOLOGIQUES AVANCEES - A.T.A,1,1,",960044384",120763,"4825,16",Le projet / tÃ¢che FA0053644J/GX0546013V n'est pas valide Ã  la date du 31-MAR-26,Bon pour accord suivant l offre de prix SL19110802 révision 4 indice D
,,,,,,,,,,,,,,,,,,Fourniture de 10 CTA et d'un plafond soufflant ISO 5
,,,,,,,,,,,,,,,,,,Livraison en 3 Phases chez le manutentionnaire de notre choix.
0001,DRW,0001,4826017,1,FA0064367V,GL0413979F,09/04/20,09/10/21,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.63311.0.B00001337V.A00017753Z.FA0064367V.0.0.0.0,AAF FRANCE,1,1,",674274547","3709,75","1208,36",Le projet / tÃ¢che FA0064367V/GL0413979F n'est pas valide Ã  la date du 31-MAR-26,Fourniture de filtres ventilation site coca Grigny suivant devis 24JD0120120 du 09/01/2020.
0001,DRW,0001,4826438,1,FA0019953Z,GT0598063S,26/08/20,26/02/21,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.64112.XXX0245.B00001296Y.A00008620W.FA0019953Z.0.0.0.0,CLIMATELEC,1,1,0,"6736,9","6736,9",Le projet / tÃ¢che FA0019953Z/GT0598063S n'est pas valide Ã  la date du 31-MAR-26,COMMANDE SUIVANT DEVIS N°C19176967 REMPLACEMENT DU COMPTEUR D'ENERGIE GENERAL ZAC DESMOULINS
0001,DRW,0001,4827020,2,FA0022055M,GL0025663M,14/01/22,14/07/23,S/T TRAITEMENT D'EAU,0001.DRW.611000.63161.0.B00001330L.A00018222G.FA0022055M.0.0.0.0,AQUAPROX TERTIAIRE,"3319,5","3319,5","1829,7",1,"1489,8",Le projet / tÃ¢che FA0022055M/GL0025663M n'est pas valide Ã  la date du 31-MAR-26,Contrat traitement d'eau LAB 2020 - selon devis DEV2001P9500039
0001,DRW,0001,BC530728,1,FA0082077V,GX1155343N,25/06/24,25/06/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001342A.A00014194E.FA0082077V.0.0.0.0,PRISME RESEAU,1,1,",868539022","69431,25","9127,5",Le projet / tÃ¢che FA0082077V/GX1155343N n'est pas valide Ã  la date du 31-MAR-26,Commande selon devIs n°D202206990
0001,DRW,0001,BC548619,1,FA0082077V,GX1155343N,25/06/24,25/06/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001342A.A00014194E.FA0082077V.0.0.0.0,P L M,1,1,0,1717,1717,Le projet / tÃ¢che FA0082077V/GX1155343N n'est pas valide Ã  la date du 31-MAR-26,SELON VOTRE DEVIS N° D-202210-10262 DU 10/10/22
0001,DRW,0001,BC583029,1,FA0082077V,GX1155349W,25/09/24,25/09/25,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001342A.A00014194E.FA0082077V.0.0.0.0,LTB FRANCE,1,",77363",",773621999","23535,9",",188317",Le projet / tÃ¢che FA0082077V/GX1155349W n'est pas valide Ã  la date du 31-MAR-26,Commande selon devIs n°DEV22-015183
0001,DRW,0001,BC616732,1,FB0082184R,GK1153831X,22/04/24,22/10/25,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.51611.0.B00001689V.A00000000A.FB0082184R.0.0.0.0,TESTO,2,2,"1,0003413",1465,"1464,5",Le projet / tÃ¢che FB0082184R/GK1153831X n'est pas valide Ã  la date du 31-MAR-26,ANEMOMETRE TESTO 440 DP
0001,DRW,0001,BC642018,1,FA0082077V,GX1155349W,25/09/24,25/09/25,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001342A.A00014194E.FA0082077V.0.0.0.0,LTB FRANCE,1,",59762",",597616021","6223,21",",0247602",Le projet / tÃ¢che FA0082077V/GX1155349W n'est pas valide Ã  la date du 31-MAR-26,Commande selon devIs n°DEV22-016917
0001,DRW,0001,BC650434,1,FA0082077V,GX1155049E,09/10/24,09/10/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001342A.A00014194E.FA0082077V.0.0.0.0,MAINTENANCE SYSTEME,1,1,1,16088,0,Le projet / tÃ¢che FA0082077V/GX1155049E n'est pas valide Ã  la date du 31-MAR-26,Commande selon devIs n°CL 2022.12.22717
0001,DRW,0001,BC658468,1,FA0082077V,GX1155049E,09/10/24,09/10/25,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001342A.A00014194E.FA0082077V.0.0.0.0,LTB FRANCE,1,1,",779826222","3307,66","728,26",Le projet / tÃ¢che FA0082077V/GX1155049E n'est pas valide Ã  la date du 31-MAR-26,Commande selon devIs n°DEV23-000598
0001,DRW,0001,BC713316,1,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,1,1,1,"448,8",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2302033 - Réf : CE342A - CARTOUCHE DE TONER JAUNE LASERJET HP 651
0001,DRW,0001,BC713316,2,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,1,1,1,"249,5",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2302033 - Réf : CE516A - HP LASERJET IMAGE TRANSFER KIT
0001,DRW,0001,BC713316,3,FB0082182N,GK1153820J,22/04/24,22/10/25,ACHAT FOURN.ENT. EQUIPM ADMIN.,0001.DRW.606350.51621.0.B00001689V.A00000000A.FB0082182N.0.0.0.0,ECONOCOM PRODUCTS & SOLUTIONS,1,1,1,"448,8",0,Le projet / tÃ¢che FB0082182N/GK1153820J n'est pas valide Ã  la date du 31-MAR-26,Selon devIs n°PCIPKFDK2302033 - Réf : CE343A - CARTOUCHE DE TONER MAGENTA LASERJET HP 6
0001,DRW,0001,BC730278,1,FA0082077V,GX1155300P,26/01/24,26/07/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00003095S.A00014197H.FA0082077V.0.0.0.0,FRANCE AIR SA,1,1,",977997699","1199,42","26,39",Le projet / tÃ¢che FA0082077V/GX1155300P n'est pas valide Ã  la date du 31-MAR-26,SELON DEVIS 106500842/01
0001,DRW,0001,4841261,1,FA0007686J,GL0007526C,17/01/23,17/07/24,S/T AUTRES  ENTRETIENS,0001.DRW.611000.63181.0.B00001337V.A00002042W.FA0007686J.0.0.0.0,CLIM ENERGY SYSTEM,1,1,0,2100,2100,Le projet / tÃ¢che FA0007686J/GL0007526C n'est pas valide Ã  la date du 31-MAR-26,GL0007526C-IFPEN-CLIMENERGY-Commande selon devis N°3143
0001,DRW,0001,BC806196,1,FA0069103B,GL0597803X,05/09/24,05/03/26,PRODUITS TRAITEMENT EAU,0001.DRW.606300.63322.0.B00001342A.A00019517D.FA0069103B.0.0.0.0,DISTRIBUTION DE SEL DISTRISEL,1,1,",624545455",3300,1239,Le projet / tÃ¢che FA0069103B/GL0597803X n'est pas valide Ã  la date du 31-MAR-26,Cde SuIvant DevIs DIstrIsel N° 20010088 du 06/02/23 15t de Gros Sel Mer en Vrac LIvraIson le 16/05/23
