Date arrÃªtÃ© comptable;Code sociÃ©tÃ©;Compte local;ID fournisseur externe;CodeTache;Code folio;LibellÃ©;QuantitÃ©;Type;Montant;Devise;Date de piÃšce comptable;NumÃ©ro de piÃšce;Taux de TVA;Nature1;Nature2;Type de TVA;Date d'Ã©chÃ©ance;ID scan facture;Origine scan facture;Code region;Source file id;Application source
26/08/2026;0367;445660;77669-FRA94704REGLT;GN1583992R;HAF;STANDARD - 2026-07-VCOM7035;80,12000;STANDARD;708,19;EUR;31/07/2026;2026-07-VCOM7035;10,00;;;DED_10.00D;;PRN-FVB0064566-ONF-7035.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;77669-FRA94704REGLT;GN1583992R;HAF;STANDARD - 2026-07-VCOM7035;80,12000;STANDARD;7081,91;EUR;31/07/2026;2026-07-VCOM7035;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064566-ONF-7035.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;77669-FRA94704REGLT;GD1588348R;HAF;STANDARD - 2026-07-VCOM7032;0,00001;STANDARD;19493,90;EUR;31/07/2026;2026-07-VCOM7032;0,00;;;;;PRN-FVB0064567-ONF-7032.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;77669-FRA94704REGLT;GD1588348R;HAF;STANDARD - 2026-07-VCOM7032;207,08000;STANDARD;1772,18;EUR;31/07/2026;2026-07-VCOM7032;10,00;;;DED_10.00D;;PRN-FVB0064567-ONF-7032.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;77669-FRA94704REGLT;GD1588348R;HAF;STANDARD - 2026-07-VCOM7032;207,08000;STANDARD;17721,72;EUR;31/07/2026;2026-07-VCOM7032;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064567-ONF-7032.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;77669-FRA94704REGLT;GN1583992R;HAF;STANDARD - 2026-07-VCOM7033;0,00001;STANDARD;2856,91;EUR;31/07/2026;2026-07-VCOM7033;0,00;;;;;PRN-FVB0064568-ONF-7033.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;77669-FRA94704REGLT;GN1583992R;HAF;STANDARD - 2026-07-VCOM7033;21,10000;STANDARD;259,72;EUR;31/07/2026;2026-07-VCOM7033;10,00;;;DED_10.00D;;PRN-FVB0064568-ONF-7033.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;77669-FRA94704REGLT;GN1583992R;HAF;STANDARD - 2026-07-VCOM7033;21,10000;STANDARD;2597,19;EUR;31/07/2026;2026-07-VCOM7033;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064568-ONF-7033.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;107154-FRA28410;GN1583341B;HAF;STANDARD - FCT-2026-179;0,00001;STANDARD;8627,30;EUR;30/07/2026;FCT-2026-179;0,00;;;;;PRN-FVB0064569-SODEM-FCT-2026-179.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;107154-FRA28410;GN1583341B;HAF;STANDARD - FCT-2026-179;25,30000;STANDARD;784,30;EUR;30/07/2026;FCT-2026-179;10,00;;;DED_10.00D;;PRN-FVB0064569-SODEM-FCT-2026-179.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;107154-FRA28410;GN1583341B;HAF;STANDARD - FCT-2026-179;25,30000;STANDARD;7843,00;EUR;30/07/2026;FCT-2026-179;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064569-SODEM-FCT-2026-179.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;S00066751-FRA72390REGLT;GN1583505M;HAF;STANDARD - FA00001611;0,00001;STANDARD;26721,43;EUR;31/07/2026;FA00001611;0,00;;;;;PRN-FVB0064570-Facture-FA00001611.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;S00066751-FRA72390REGLT;GN1583505M;HAF;STANDARD - FA00001611;367,26000;STANDARD;2429,22;EUR;31/07/2026;FA00001611;10,00;;;DED_10.00D;;PRN-FVB0064570-Facture-FA00001611.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;S00066751-FRA72390REGLT;GN1583505M;HAF;STANDARD - FA00001611;367,26000;STANDARD;24292,21;EUR;31/07/2026;FA00001611;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064570-Facture-FA00001611.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;50641-FRA62003;GN1583585D;HAF;STANDARD - 260801922;0,00001;STANDARD;1124,04;EUR;25/08/2026;260801922;0,00;;;;;PRN-FVB0064571-SEDE-260801922.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445661;50641-FRA62003;GN1583585D;HAF;STANDARD - 260801922;9,72000;STANDARD;187,34;EUR;25/08/2026;260801922;20,00;;;DED_20.00E;;PRN-FVB0064571-SEDE-260801922.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;611600;50641-FRA62003;GN1583585D;HAF;STANDARD - 260801922;9,72000;STANDARD;936,70;EUR;25/08/2026;260801922;20,00;COUTS CENDRES;;;;PRN-FVB0064571-SEDE-260801922.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;100778-FRA62500;GN1583446W;HAF;STANDARD - 5166;0,00001;STANDARD;7498,19;EUR;31/07/2026;5166;0,00;;;;;PRN-FVB0064572-Fct-5166-BEF-SLN.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;100778-FRA62500;GN1583446W;HAF;STANDARD - 5166;69,46000;STANDARD;681,65;EUR;31/07/2026;5166;10,00;;;DED_10.00D;;PRN-FVB0064572-Fct-5166-BEF-SLN.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;100778-FRA62500;GN1583446W;HAF;STANDARD - 5166;69,46000;STANDARD;6816,54;EUR;31/07/2026;5166;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064572-Fct-5166-BEF-SLN.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;100778-FRA62500;GN1583781B;HAF;STANDARD - 5167;0,00001;STANDARD;22611,24;EUR;31/07/2026;5167;0,00;;;;;PRN-FVB0064573-Fct-5167-BEF-Awoingt.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;100778-FRA62500;GN1583781B;HAF;STANDARD - 5167;205,20000;STANDARD;2055,57;EUR;31/07/2026;5167;10,00;;;DED_10.00D;;PRN-FVB0064573-Fct-5167-BEF-Awoingt.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;100778-FRA62500;GN1583781B;HAF;STANDARD - 5167;205,20000;STANDARD;20555,67;EUR;31/07/2026;5167;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064573-Fct-5167-BEF-Awoingt.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;100778-FRA62500;GN1584002C;HAF;STANDARD - 5168;0,00001;STANDARD;9464,83;EUR;31/07/2026;5168;0,00;;;;;PRN-FVB0064574-Fct-5168-BEF-Bethune-Spot.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;100778-FRA62500;GN1584002C;HAF;STANDARD - 5168;89,36000;STANDARD;860,44;EUR;31/07/2026;5168;10,00;;;DED_10.00D;;PRN-FVB0064574-Fct-5168-BEF-Bethune-Spot.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;100778-FRA62500;GN1584002C;HAF;STANDARD - 5168;89,36000;STANDARD;8604,39;EUR;31/07/2026;5168;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064574-Fct-5168-BEF-Bethune-Spot.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;S00079083-FRA36400;GN1583521F;HAF;STANDARD - F2607-0148;0,00001;STANDARD;30260,35;EUR;27/07/2026;F2607-0148;0,00;;;;;PRN-FVB0064575-F2607-0148.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;S00079083-FRA36400;GN1583521F;HAF;STANDARD - F2607-0148;314,70000;STANDARD;2750,94;EUR;27/07/2026;F2607-0148;10,00;;;DED_10.00D;;PRN-FVB0064575-F2607-0148.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;S00079083-FRA36400;GN1583521F;HAF;STANDARD - F2607-0148;314,70000;STANDARD;27509,41;EUR;27/07/2026;F2607-0148;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064575-F2607-0148.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;S00079083-FRA36400;GN1583479H;HAF;STANDARD - F2607-0149;0,00001;STANDARD;13242,63;EUR;27/07/2026;F2607-0149;0,00;;;;;PRN-FVB0064576-F2607-0149.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;S00079083-FRA36400;GN1583479H;HAF;STANDARD - F2607-0149;137,08000;STANDARD;1203,88;EUR;27/07/2026;F2607-0149;10,00;;;DED_10.00D;;PRN-FVB0064576-F2607-0149.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;S00079083-FRA36400;GN1583479H;HAF;STANDARD - F2607-0149;137,08000;STANDARD;12038,75;EUR;27/07/2026;F2607-0149;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064576-F2607-0149.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401050;63107-FRA54320;GN1583440N;HAF;STANDARD - 0739K26080291-082026;0,00001;STANDARD;7908,11;EUR;24/08/2026;0739K26080291-082026;0,00;;;;;PRN-FVB0064577-FOR-EST-CHATEAU.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;63107-FRA54320;GN1583440N;HAF;STANDARD - 0739K26080291-082026;79,30000;STANDARD;718,92;EUR;24/08/2026;0739K26080291-082026;10,00;;;DED_10.00D;;PRN-FVB0064577-FOR-EST-CHATEAU.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;63107-FRA54320;GN1583440N;HAF;STANDARD - 0739K26080291-082026;79,30000;STANDARD;7189,19;EUR;24/08/2026;0739K26080291-082026;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064577-FOR-EST-CHATEAU.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;111093-FRA72000;GN1584011M;HAF;STANDARD - 2984;0,00001;STANDARD;5475,80;EUR;12/08/2026;2984;0,00;;;;;PRN-FVB0064578-N.2984-BEF-Bel-Sable-sur-Sarthe.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;111093-FRA72000;GN1584011M;HAF;STANDARD - 2984;49,90000;STANDARD;497,80;EUR;12/08/2026;2984;10,00;;;DED_10.00D;;PRN-FVB0064578-N.2984-BEF-Bel-Sable-sur-Sarthe.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;111093-FRA72000;GN1584011M;HAF;STANDARD - 2984;49,90000;STANDARD;4978,00;EUR;12/08/2026;2984;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064578-N.2984-BEF-Bel-Sable-sur-Sarthe.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;111093-FRA72000;GN1583505M;HAF;STANDARD - 2985;0,00001;STANDARD;9854,43;EUR;12/08/2026;2985;0,00;;;;;PRN-FVB0064579-N.2985-BEF-Angers.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;111093-FRA72000;GN1583505M;HAF;STANDARD - 2985;89,92000;STANDARD;895,86;EUR;12/08/2026;2985;10,00;;;DED_10.00D;;PRN-FVB0064579-N.2985-BEF-Angers.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;111093-FRA72000;GN1583505M;HAF;STANDARD - 2985;89,92000;STANDARD;8958,57;EUR;12/08/2026;2985;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064579-N.2985-BEF-Angers.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;89690-FRA19200-A;GN1584011M;HAF;STANDARD - 2026-07-VCOM 342;0,00001;STANDARD;5690,30;EUR;31/07/2026;2026-07-VCOM 342;0,00;;;;;PRN-FVB0064580-SYLVO-WATT-SABLE--072026.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;89690-FRA19200-A;GN1584011M;HAF;STANDARD - 2026-07-VCOM 342;48,88000;STANDARD;517,30;EUR;31/07/2026;2026-07-VCOM 342;10,00;;;DED_10.00D;;PRN-FVB0064580-SYLVO-WATT-SABLE--072026.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;89690-FRA19200-A;GN1584011M;HAF;STANDARD - 2026-07-VCOM 342;48,88000;STANDARD;5173,00;EUR;31/07/2026;2026-07-VCOM 342;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064580-SYLVO-WATT-SABLE--072026.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;89690-FRA19200-A;GN1583479H;HAF;STANDARD - 2026-07-VCOM 341;0,00001;STANDARD;74435,23;EUR;31/07/2026;2026-07-VCOM 341;0,00;;;;;PRN-FVB0064581-341-CB46-BEF-Region-Ouest-chez-DALKIA-.-(1).pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;89690-FRA19200-A;GN1583479H;HAF;STANDARD - 2026-07-VCOM 341;725,08000;STANDARD;6766,84;EUR;31/07/2026;2026-07-VCOM 341;10,00;;;DED_10.00D;;PRN-FVB0064581-341-CB46-BEF-Region-Ouest-chez-DALKIA-.-(1).pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;89690-FRA19200-A;GN1583479H;HAF;STANDARD - 2026-07-VCOM 341;725,08000;STANDARD;67668,39;EUR;31/07/2026;2026-07-VCOM 341;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064581-341-CB46-BEF-Region-Ouest-chez-DALKIA-.-(1).pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401050;63107-FRA54320;GN1583425X;HAF;STANDARD - 0739K26080294-082026;0,00001;STANDARD;38121,78;EUR;24/08/2026;0739K26080294-082026;0,00;;;;;PRN-FVB0064582-FOR-EST-roubaix.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;63107-FRA54320;GN1583425X;HAF;STANDARD - 0739K26080294-082026;349,76000;STANDARD;3465,62;EUR;24/08/2026;0739K26080294-082026;10,00;;;DED_10.00D;;PRN-FVB0064582-FOR-EST-roubaix.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;63107-FRA54320;GN1583425X;HAF;STANDARD - 0739K26080294-082026;349,76000;STANDARD;34656,16;EUR;24/08/2026;0739K26080294-082026;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064582-FOR-EST-roubaix.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;89690-FRA19200-A;GN1583433F;HAF;STANDARD - 2026-07-VCOM 338;0,00001;STANDARD;70153,80;EUR;31/07/2026;2026-07-VCOM 338;0,00;;;;;PRN-FVB0064583-338-CB46-BEF-Region-Ouest-chez-DALKIA-..pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;89690-FRA19200-A;GN1583433F;HAF;STANDARD - 2026-07-VCOM 338;708,06000;STANDARD;6377,62;EUR;31/07/2026;2026-07-VCOM 338;10,00;;;DED_10.00D;;PRN-FVB0064583-338-CB46-BEF-Region-Ouest-chez-DALKIA-..pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;89690-FRA19200-A;GN1583433F;HAF;STANDARD - 2026-07-VCOM 338;708,06000;STANDARD;63776,18;EUR;31/07/2026;2026-07-VCOM 338;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064583-338-CB46-BEF-Region-Ouest-chez-DALKIA-..pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;S00103923-FRA37110;GN1583479H;HAF;STANDARD - 26-08-210;0,00001;STANDARD;4011,11;EUR;10/08/2026;26-08-210;0,00;;;;;PRN-FVB0064584-FACTURE-26-08-210-BOIS-ENERGIE-FRANCE.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;S00103923-FRA37110;GN1583479H;HAF;STANDARD - 26-08-210;40,44000;STANDARD;364,65;EUR;10/08/2026;26-08-210;10,00;;;DED_10.00D;;PRN-FVB0064584-FACTURE-26-08-210-BOIS-ENERGIE-FRANCE.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;S00103923-FRA37110;GN1583479H;HAF;STANDARD - 26-08-210;40,44000;STANDARD;3646,46;EUR;10/08/2026;26-08-210;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064584-FACTURE-26-08-210-BOIS-ENERGIE-FRANCE.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401050;63107-FRA54320;GN1583455F;HAF;STANDARD - 0739K26080296-082026;0,00001;STANDARD;16141,69;EUR;24/08/2026;0739K26080296-082026;0,00;;;;;PRN-FVB0064585-FOR-EST-MONT-BLANC.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;63107-FRA54320;GN1583455F;HAF;STANDARD - 0739K26080296-082026;135,74000;STANDARD;1467,43;EUR;24/08/2026;0739K26080296-082026;10,00;;;DED_10.00D;;PRN-FVB0064585-FOR-EST-MONT-BLANC.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;63107-FRA54320;GN1583455F;HAF;STANDARD - 0739K26080296-082026;135,74000;STANDARD;14674,26;EUR;24/08/2026;0739K26080296-082026;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064585-FOR-EST-MONT-BLANC.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401050;63107-FRA54320;GN1584002C;HAF;STANDARD - 0739K2608S013-082026;0,00001;STANDARD;44879,51;EUR;19/08/2026;0739K2608S013-082026;0,00;;;;;PRN-FVB0064586-FOR-EST-BETHUNE.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;63107-FRA54320;GN1584002C;HAF;STANDARD - 0739K2608S013-082026;403,02000;STANDARD;4079,96;EUR;19/08/2026;0739K2608S013-082026;10,00;;;DED_10.00D;;PRN-FVB0064586-FOR-EST-BETHUNE.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;63107-FRA54320;GN1584002C;HAF;STANDARD - 0739K2608S013-082026;403,02000;STANDARD;40799,55;EUR;19/08/2026;0739K2608S013-082026;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064586-FOR-EST-BETHUNE.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401050;63107-FRA54320;GN1583992R;HAF;STANDARD - 0739K26080298-082026;0,00001;STANDARD;47936,01;EUR;24/08/2026;0739K26080298-082026;0,00;;;;;PRN-FVB0064587-FOR-EST-HARNES.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;63107-FRA54320;GN1583992R;HAF;STANDARD - 0739K26080298-082026;401,38000;STANDARD;4357,82;EUR;24/08/2026;0739K26080298-082026;10,00;;;DED_10.00D;;PRN-FVB0064587-FOR-EST-HARNES.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;63107-FRA54320;GN1583992R;HAF;STANDARD - 0739K26080298-082026;401,38000;STANDARD;43578,19;EUR;24/08/2026;0739K26080298-082026;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064587-FOR-EST-HARNES.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401050;63107-FRA54320;GN1583441P;HAF;STANDARD - 0739K26080297-082026;0,00001;STANDARD;32523,12;EUR;24/08/2026;0739K26080297-082026;0,00;;;;;PRN-FVB0064588-FOR-EST-CREEIL.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;63107-FRA54320;GN1583441P;HAF;STANDARD - 0739K26080297-082026;247,12000;STANDARD;2956,65;EUR;24/08/2026;0739K26080297-082026;10,00;;;DED_10.00D;;PRN-FVB0064588-FOR-EST-CREEIL.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;63107-FRA54320;GN1583441P;HAF;STANDARD - 0739K26080297-082026;247,12000;STANDARD;29566,47;EUR;24/08/2026;0739K26080297-082026;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064588-FOR-EST-CREEIL.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;401100;85475-FRA21270;GN1583455F;HAF;STANDARD - 26A0211;0,00001;STANDARD;4509,51;EUR;31/07/2026;26A0211;0,00;;;;;PRN-FVB0064589-Facture-26A0211.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;445660;85475-FRA21270;GN1583455F;HAF;STANDARD - 26A0211;47,96000;STANDARD;409,96;EUR;31/07/2026;26A0211;10,00;;;DED_10.00D;;PRN-FVB0064589-Facture-26A0211.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
26/08/2026;0367;602210;85475-FRA21270;GN1583455F;HAF;STANDARD - 26A0211;47,96000;STANDARD;4099,55;EUR;31/07/2026;26A0211;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064589-Facture-26A0211.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE
